ID_Caso,Repositorio,CWE,Origem,Modelo_LLM,Tipo_Prompt,Gabarito,Status_Semgrep,Classificacao_Semgrep,Veredito_LLM,Classificacao_LLM,Tempo_Execucao_s,Justificativa,Num_Locations,Ficha_CWE,Versao_Prompt,Hash_Catalogo,Tokens_Entrada,Tokens_Saida,Custo_USD,Motivo_Nao_Deteccao,Regras_Nao_Casadas
18ce5c27:CWE-327:false_positive#12,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),6.74,"O alerta indica que a versão mínima do protocolo SSL/TLS não foi definida na configuração TLS. No entanto, o código fornecido não contém nenhuma configuração de TLS explícita. A função `CreateServerTLSConfig` retorna uma instância de `tls.Config` sem especificar a versão mínima do protocolo SSL/TLS. Isso significa que, por padrão, o Go usará a versão mínima suportada, que é TLS 1.2 desde a versão 1.22. Como não há nenhuma configuração específica para desabilitar ou alterar a versão mínima do protocolo SSL/TLS, este alerta pode ser considerado um falso positivo.",13,especifica,baseline:597fcfa9,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,841,180,0.00000000,N/A,
18ce5c27:CWE-338:false_positive,argoproj/argo-cd,CWE-338,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),6.21,"O alerta é um FALSO POSITIVO porque o código não está utilizando a função `math/rand` diretamente. Em vez disso, o pacote `math/rand` é importado e usado em uma linha comentada (linha 10), que parece ser um exemplo ou comentário de código. A função `rand.Intn()` é chamada dentro de um bloco condicional que verifica se a variável `seeded` é falsa, o que sugere que este código está preparando uma semente para gerar números aleatórios de forma segura usando `crypto/rand`. Portanto, não há evidências de uso inseguro da função `math/rand`.",3,especifica,baseline:597fcfa9,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,539,160,0.00000000,N/A,
18ce5c27:CWE-338:false_positive#1,argoproj/argo-cd,CWE-338,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.46,"O alerta é um FALSO POSITIVO neste contexto. A ferramenta Semgrep está sinalizando o uso de `math/rand`, mas em um ambiente de aplicação Go, especialmente em sistemas que lidam com segurança (como Argo CD), é mais seguro e recomendado usar `crypto/rand` para geração de números aleatórios criptograficamente seguros. No entanto, neste código específico, não há evidências de uso inadequado ou vulnerabilidade relacionada à geração de números aleatórios.",3,especifica,baseline:597fcfa9,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,491,128,0.00000000,N/A,
18ce5c27:CWE-338:false_positive#2,argoproj/argo-cd,CWE-338,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),VP,Falso Positivo (Ruído Mantido),4.77,"O alerta indica que o código está usando a biblioteca `math/rand`, que não é segura para uso em contextos onde segurança é crítica, como geração de números aleatórios para autenticação ou criptografia. A ferramenta recomenda usar `crypto/rand` em vez disso, pois ela fornece geradores de números aleatórios cryptograficamente seguros.",3,especifica,baseline:597fcfa9,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,544,99,0.00000000,N/A,
18ce5c27:CWE-352:false_positive,argoproj/argo-cd,CWE-352,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.32,"O código fornecido não verifica o cabeçalho 'Origin' na requisição WebSocket, mas isso não constitui uma vulnerabilidade de Cross Site Request Forgery (CSRF) porque a verificação do 'Origin' é geralmente realizada em endpoints HTTP regulares e não em conexões WebSocket. Além disso, a ferramenta Semgrep está configurada para emitir um alerta nesse contexto específico, mas o padrão não constitui uma vulnerabilidade real neste caso.",1,especifica,baseline:597fcfa9,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,528,119,0.00000000,N/A,
18ce5c27:CWE-377:false_positive,argoproj/argo-cd,CWE-377,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.39,"O código cria arquivos temporários em um diretório compartilhado (/tmp), mas usa a função `os.WriteFile` para escrever os arquivos, que é considerada uma prática segura nesse contexto. A ferramenta Semgrep está alertando sobre o uso de `/tmp`, mas não há evidências de que isso seja uma vulnerabilidade específica neste caso.",1,fallback,baseline:597fcfa9,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1272,95,0.00000000,N/A,
18ce5c27:CWE-400:false_positive,argoproj/argo-cd,CWE-400,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.74,"O código implementa um mecanismo de proteção contra ataques de bomba de descompressão (zip bombs) ao limitar o tamanho máximo de leitura (`io.LimitReader(gzr, maxSize)`). Isso mitiga a possibilidade de ataques de DoS causados por arquivos zip muito grandes. Portanto, o alerta é um FALSO POSITIVO porque o código já contém uma medida eficaz para prevenir esse tipo de ataque.",1,fallback,baseline:597fcfa9,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,955,119,0.00000000,N/A,
18ce5c27:CWE-470:false_positive,argoproj/argo-cd,CWE-470,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.44,"O uso de `reflect.ValueOf(rs).Elem().FieldByName(field)` é seguro neste contexto porque os nomes dos campos são constantes e definidos no código. O atacante não pode alterar esses nomes, então não há risco de controle de fluxo inesperado ou violação de segurança.",1,especifica,baseline:597fcfa9,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,451,83,0.00000000,N/A,
18ce5c27:CWE-601:false_positive,argoproj/argo-cd,CWE-601,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.34,"O alerta é um FALSO POSITIVO porque o código não está utilizando diretamente a entrada do usuário para criar uma URL de redirecionamento aberta. A variável `logoutRedirectURL` é definida como uma URL base (`argoURL`) que não depende da entrada do usuário. O redirecionamento ocorre apenas para essa URL base, e não para qualquer URL fornecida pelo usuário.",3,especifica,baseline:597fcfa9,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,1010,104,0.00000000,N/A,
18ce5c27:CWE-601:false_positive#1,argoproj/argo-cd,CWE-601,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.83,"O código não está vulnerável a redirecionamento aberto (open redirect) porque o valor de `req.Host` é usado diretamente como parte da URL de destino, sem ser manipulado ou alterado pelo usuário. O alerta foi acionado por uma prática comum em servidores web que redirecionam para a mesma origem do pedido.",3,especifica,baseline:597fcfa9,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,588,92,0.00000000,N/A,
18ce5c27:CWE-601:false_positive#2,argoproj/argo-cd,CWE-601,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.96,"O código verifica se o valor de `return_url` é válido antes de usá-lo para redirecionar. A função `isValidRedirectURL` garante que o protocolo, o host (incluindo a porta) e o caminho da URL estejam dentro dos domínios permitidos. Portanto, não há risco de open redirect neste código.",3,especifica,baseline:597fcfa9,a81b6f5ca3a4f70c2cdbca1436fd138ccc84976ee981aa1726e3dff9ae4e4311,857,93,0.00000000,N/A,
