ID_Caso,Repositorio,CWE,Origem,Modelo_LLM,Tipo_Prompt,Gabarito,Status_Semgrep,Classificacao_Semgrep,Veredito_LLM,Classificacao_LLM,Tempo_Execucao_s,Justificativa,Num_Locations,Ficha_CWE,Versao_Prompt,Hash_Catalogo,Tokens_Entrada,Tokens_Saida,Custo_USD,Motivo_Nao_Deteccao,Regras_Nao_Casadas
18ce5c27:CWE-327:false_positive#1,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.86,"O alerta é um FALSO POSITIVO porque o código não configura explicitamente a versão mínima do TLS. O cliente HTTP criado usa `tls.Config{InsecureSkipVerify: true}`, que desativa a verificação de SSL/TLS, mas não define uma versão mínima específica do protocolo TLS. Portanto, não há vulnerabilidade real relacionada à falta de configuração da versão mínima do TLS.",13,especifica,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,608,110,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#2,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.56,"O código fornecido não configura explicitamente a versão mínima do TLS. A função `getTLSConfigWithCACert` cria uma instância de `tls.Config`, mas não define o campo `MinVersion`. No entanto, conforme mencionado no alerta, como o Go 1.22 usa TLS 1.2 por padrão e as aplicações de propósito geral devem usar TLS 1.3 com todas as outras versões desabilitadas, a ausência explícita de `MinVersion` não constitui uma vulnerabilidade neste contexto.",13,especifica,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,648,138,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#3,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.93,"O alerta indica que a versão mínima do TLS deve ser definida como TLS 1.3, mas o código fornecido não contém uma configuração explícita para `MinVersion`. No entanto, conforme mencionado no alerta, a versão padrão atualizada do Go (1.22) já usa TLS 1.2 como a versão mínima. Como o código não desativa outras versões de TLS e não há indicação de que o sistema precisa suportar clientes ou navegadores legados com versões inseguras, é improvável que haja uma vulnerabilidade real nesse contexto.",13,especifica,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,769,153,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#4,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.44,"O alerta indica que a versão mínima do TLS não foi definida, o que é considerado uma boa prática de segurança. No entanto, no contexto fornecido, a configuração TLS parece estar correta e segura, já que ela usa `NextProtos: []string{",13,especifica,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,2047,80,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#5,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),7.20,"O alerta indica que a configuração TLS está faltando o valor `MinVersion`, mas o código não cria uma instância de `tls.Config` diretamente. Em vez disso, ele verifica se `redisUseTLS` é verdadeiro e então configura as opções de TLS dentro do bloco `if redisUseTLS`. Se `redisUseTLS` for falso, a variável `tlsConfig` permanecerá como `nil`, o que significa que não haverá uma configuração TLS aplicada. Portanto, este código não apresenta uma vulnerabilidade real relacionada à falta de configuração mínima da versão TLS.",13,especifica,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1958,155,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#6,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.44,"O alerta é um FALSO POSITIVO porque o código não configura explicitamente a versão mínima do TLS. A função `TLSConfig` retorna uma configuração de TLS que, por padrão, usa a versão mínima suportada pelo Go (TLS 1.2), conforme mencionado no alerta. O código não desativa outras versões do TLS ou define explicitamente `MinVersion: tls.VersionTLS13`, o que é necessário para atender ao recomendado no alerta.",13,especifica,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,545,127,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#7,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),6.28,"O alerta indica que a versão mínima do TLS deve ser definida como TLS 1.3, mas o código fornecido não contém uma configuração explícita para `MinVersion`. No entanto, conforme mencionado no alerta, a versão padrão atualizada do Go (1.22) já usa TLS 1.2 como a versão mínima. Como o código não desativa outras versões de TLS e não há indicação de que o sistema precisa suportar clientes ou navegadores legados com versões inseguras, é improvável que essa ausência de configuração explícita para `MinVersion` seja uma vulnerabilidade real.",13,especifica,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,920,164,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#8,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),6.04,"O alerta indica que a configuração TLS está faltando o valor `MinVersion`, o que é considerado uma boa prática de segurança. No entanto, no contexto fornecido, a função `TestTLS` não está configurando um servidor real para produção, mas sim realizando testes de conexão. A função desativa a verificação de certificado (`InsecureSkipVerify = true`) e realiza várias tentativas de conexão, incluindo uma com TLS e outra sem TLS. O objetivo é verificar se o servidor aceita conexões seguras ou não. Portanto, este código não representa uma vulnerabilidade real em um ambiente de produção.",13,especifica,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,822,155,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#9,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.10,"O alerta indica que a versão mínima do TLS deve ser definida como TLS 1.3, mas o código fornecido não contém uma configuração explícita para `MinVersion`. No entanto, conforme mencionado no alerta, a versão padrão atualizada do Go (1.22) já usa TLS 1.2 como a versão mínima. Portanto, neste contexto específico, o código não constitui uma vulnerabilidade.",13,especifica,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,662,118,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#10,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.69,"O alerta indica que a versão mínima do TLS deve ser definida como TLS 1.3, mas o código fornecido não contém uma configuração específica para a versão do TLS. No entanto, conforme mencionado no alerta, a versão padrão do Go 1.22 já usa TLS 1.2 como a mínima. Como o código não desativa outros protocolos TLS e não há indicação de necessidade de suporte a clientes legados que requerem versões mais antigas do TLS, este código não constitui uma vulnerabilidade.",13,especifica,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,792,142,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#11,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.35,"O código fornecido não configura explicitamente a versão mínima do TLS, mas isso não constitui uma vulnerabilidade. A função `TLSConfig` retorna um objeto `tls.Config` com apenas o campo `RootCAs` configurado. O alerta é sobre a ausência de `MinVersion`, que por padrão no Go 1.22 é TLS 1.2. Como o código não desativa outros protocolos e não habilita TLS 1.0, ele segue as recomendações de segurança para versões atuais do Go.",13,especifica,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,503,136,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#12,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),6.54,"O alerta indica que a versão mínima do protocolo SSL/TLS não foi definida na configuração TLS. No entanto, o código fornecido não contém nenhuma configuração de TLS explícita. A função `CreateServerTLSConfig` retorna uma instância de `tls.Config` sem especificar a versão mínima do protocolo SSL/TLS. Isso significa que, por padrão, o Go usará a versão mínima suportada, que é TLS 1.2 desde a versão 1.22. Como não há nenhuma configuração específica para desabilitar ou alterar a versão mínima do protocolo SSL/TLS, este alerta pode ser considerado um falso positivo.",13,especifica,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,841,180,0.00000000,N/A,
18ce5c27:CWE-338:false_positive,argoproj/argo-cd,CWE-338,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),6.07,"O alerta é um FALSO POSITIVO porque o código não está utilizando a função `math/rand` diretamente. Em vez disso, o pacote `math/rand` é importado e usado em uma linha comentada (linha 10), que parece ser um exemplo ou comentário de código. A função `rand.Intn()` é chamada dentro de um bloco condicional que verifica se a variável `seeded` é falsa, o que sugere que este código está preparando uma semente para gerar números aleatórios de forma segura usando `crypto/rand`. Portanto, não há evidências de uso inseguro da função `math/rand`.",3,especifica,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,539,160,0.00000000,N/A,
18ce5c27:CWE-338:false_positive#1,argoproj/argo-cd,CWE-338,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.29,"O alerta é um FALSO POSITIVO neste contexto. A ferramenta Semgrep está sinalizando o uso de `math/rand`, mas em um ambiente de aplicação Go, especialmente em sistemas que lidam com segurança (como Argo CD), é mais seguro e recomendado usar `crypto/rand` para geração de números aleatórios criptograficamente seguros. No entanto, neste código específico, não há evidências de uso inadequado ou vulnerabilidade relacionada à geração de números aleatórios.",3,especifica,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,491,128,0.00000000,N/A,
18ce5c27:CWE-338:false_positive#2,argoproj/argo-cd,CWE-338,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),VP,Falso Positivo (Ruído Mantido),4.71,"O alerta indica que o código está usando a biblioteca `math/rand`, que não é segura para uso em contextos onde segurança é crítica, como geração de números aleatórios para autenticação ou criptografia. A ferramenta recomenda usar `crypto/rand` em vez disso, pois ela fornece geradores de números aleatórios cryptograficamente seguros.",3,especifica,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,544,99,0.00000000,N/A,
18ce5c27:CWE-352:false_positive,argoproj/argo-cd,CWE-352,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.21,"O código fornecido não verifica o cabeçalho 'Origin' na requisição WebSocket, mas isso não constitui uma vulnerabilidade de Cross Site Request Forgery (CSRF) porque a verificação do 'Origin' é geralmente realizada em endpoints HTTP regulares e não em conexões WebSocket. Além disso, a ferramenta Semgrep está configurada para emitir um alerta nesse contexto específico, mas o padrão não constitui uma vulnerabilidade real neste caso.",1,especifica,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,528,119,0.00000000,N/A,
18ce5c27:CWE-377:false_positive,argoproj/argo-cd,CWE-377,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.32,"O código cria arquivos temporários em um diretório compartilhado (/tmp), mas usa a função `os.WriteFile` para escrever os arquivos, que é considerada uma prática segura nesse contexto. A ferramenta Semgrep está alertando sobre o uso de `/tmp`, mas não há evidências de que isso seja uma vulnerabilidade específica neste caso.",1,fallback,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1272,95,0.00000000,N/A,
18ce5c27:CWE-400:false_positive,argoproj/argo-cd,CWE-400,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.62,"O código implementa um mecanismo de proteção contra ataques de bomba de descompressão (zip bombs) ao limitar o tamanho máximo de leitura (`io.LimitReader(gzr, maxSize)`). Isso mitiga a possibilidade de ataques de DoS causados por arquivos zip muito grandes. Portanto, o alerta é um FALSO POSITIVO porque o código já contém uma medida eficaz para prevenir esse tipo de ataque.",1,fallback,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,955,119,0.00000000,N/A,
18ce5c27:CWE-470:false_positive,argoproj/argo-cd,CWE-470,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.33,"O uso de `reflect.ValueOf(rs).Elem().FieldByName(field)` é seguro neste contexto porque os nomes dos campos são constantes e definidos no código. O atacante não pode alterar esses nomes, então não há risco de controle de fluxo inesperado ou violação de segurança.",1,especifica,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,451,83,0.00000000,N/A,
18ce5c27:CWE-601:false_positive,argoproj/argo-cd,CWE-601,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.22,"O alerta é um FALSO POSITIVO porque o código não está utilizando diretamente a entrada do usuário para criar uma URL de redirecionamento aberta. A variável `logoutRedirectURL` é definida como uma URL base (`argoURL`) que não depende da entrada do usuário. O redirecionamento ocorre apenas para essa URL base, e não para qualquer URL fornecida pelo usuário.",3,especifica,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1010,104,0.00000000,N/A,
18ce5c27:CWE-601:false_positive#1,argoproj/argo-cd,CWE-601,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.72,"O código não está vulnerável a redirecionamento aberto (open redirect) porque o valor de `req.Host` é usado diretamente como parte da URL de destino, sem ser manipulado ou alterado pelo usuário. O alerta foi acionado por uma prática comum em servidores web que redirecionam para a mesma origem do pedido.",3,especifica,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,588,92,0.00000000,N/A,
18ce5c27:CWE-601:false_positive#2,argoproj/argo-cd,CWE-601,FP,ollama:qwen2.5-coder:7b,baseline,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.86,"O código verifica se o valor de `return_url` é válido antes de usá-lo para redirecionar. A função `isValidRedirectURL` garante que o protocolo, o host (incluindo a porta) e o caminho da URL estejam dentro dos domínios permitidos. Portanto, não há risco de open redirect neste código.",3,especifica,baseline:597fcfa9,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,857,93,0.00000000,N/A,
