ID_Caso,Repositorio,CWE,Origem,Modelo_LLM,Tipo_Prompt,Gabarito,Status_Semgrep,Classificacao_Semgrep,Veredito_LLM,Classificacao_LLM,Tempo_Execucao_s,Justificativa,Num_Locations,Ficha_CWE,Versao_Prompt,Hash_Catalogo,Tokens_Entrada,Tokens_Saida,Custo_USD,Motivo_Nao_Deteccao,Regras_Nao_Casadas
18ce5c27:CWE-319:false_positive#24,argoproj/argo-cd,CWE-319,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),6.04,"O código não desabilita a verificação de certificados TLS/SSL. Em vez disso, ele verifica os certificados conforme configurado na estrutura `TLSConfiguration`. A linha que menciona 'InsecureSkipVerify' é condicional e só é ativada se `tlsConfig.StrictValidation` for falso. Caso contrário, o código usa certificados de raiz confiáveis (`tlsC.RootCAs = tlsConfig.Certificates`). Portanto, a desativação da verificação de TLS/SSL não ocorre neste contexto.",27,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1188,132,0.00000000,N/A,
18ce5c27:CWE-319:false_positive#25,argoproj/argo-cd,CWE-319,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),6.07,"O código não desabilita a verificação de certificados TLS/SSL. A flag 'redis-insecure-skip-tls-verify' é usada apenas para fins de depuração e deve ser removida em produção. O uso de 'InsecureSkipVerify' é seguro neste contexto porque o código verifica a presença de um certificado CA ou usa os certificados do sistema confiáveis, evitando a exposição de dados sensíveis.",27,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,2377,111,0.00000000,N/A,
18ce5c27:CWE-319:false_positive#26,argoproj/argo-cd,CWE-319,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),6.21,"O código configura uma conexão TLS com a opção `InsecureSkipVerify` definida como `true`, o que desativa a verificação do certificado TLS. No entanto, isso é feito de forma controlada e condicional, dependendo da configuração fornecida pelo parâmetro `tlsConfig`. A função verifica se `DisableTLS` está ativado ou se `StrictValidation` está desativado antes de configurar a opção `InsecureSkipVerify`. Isso sugere que esta configuração é usada para fins específicos, como em ambientes de desenvolvimento ou testes, onde a verificação do certificado não é necessária. Portanto, este código não constitui uma vulnerabilidade real.",27,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,964,173,0.00000000,N/A,
18ce5c27:CWE-322:false_positive,argoproj/argo-cd,CWE-322,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.77,"A entrada 'repoURL' é uma string de entrada do usuário, mas o código verifica se a URL contém SSH antes de processar as credenciais SSH. Se não for uma URL SSH, o código não usa a função `ssh.InsecureIgnoreHostKey()`. Além disso, a verificação de host key é configurada apenas quando 'creds.insecure' é falso, garantindo que a verificação de host key esteja em vigor em produção.",1,fallback,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1396,113,0.00000000,N/A,
18ce5c27:CWE-327:false_positive,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.95,"O uso de TLS 1.2 como padrão em Go 1.22 já atende aos requisitos recomendados para a maioria dos aplicativos web, incluindo aqueles que lidam com dados sensíveis. A configuração atual do código não apresenta vulnerabilidades significativas relacionadas à segurança da comunicação.",13,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1021,88,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#1,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.65,"O uso de TLS 1.2 como a versão mínima padrão em Go 1.22 já atende aos requisitos recomendados para aplicativos web gerais, incluindo o suporte a TLS 1.3 quando necessário. O código não está configurando explicitamente uma versão mínima de TLS, então não há evidências de que isso seja uma vulnerabilidade.",13,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1033,99,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#2,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.56,"O alerta é um FALSO POSITIVO porque o código não está configurando uma versão mínima de TLS. Em vez disso, ele está apenas carregando certificados de autoridade raiz (CA) para a configuração TLS. A falta de MinVersion não constitui uma vulnerabilidade em relação à segurança do protocolo TLS neste contexto.",13,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1073,93,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#3,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.08,"O alerta é um FALSO POSITIVO porque o código não está sendo usado em um contexto de autenticação, assinatura, derivação de chave ou armazenamento de credencial. Em vez disso, ele está configurando uma conexão gRPC com TLS, onde a versão mínima do protocolo TLS é configurada para TLS 1.3 por padrão, conforme recomendação da ferramenta Semgrep.",13,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1194,111,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#4,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),7.67,"O alerta é um FALSO POSITIVO porque o código não está usando a função md5.Sum() diretamente para autenticação, assinatura, derivação de chave ou armazenamento de credencial. Em vez disso, ele configura uma TLSConfig com NextProtos definidos como 'http/1.1' e 'h2', o que é um comportamento típico para servidores web que suportam tanto HTTP/1.1 quanto HTTP/2. A função GetCertificate é usada para fornecer um certificado TLS, mas não há indicação de que este código esteja vulnerável a ataques de força bruta ou colisão, como seria o caso em uma implementação inadequada do algoritmo MD5.",13,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,2472,180,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#5,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.75,"O alerta é um FALSO POSITIVO porque a configuração de TLS no código não está sendo usada para autenticação, assinatura, derivação de chave ou armazenamento de credencial. Em vez disso, ela está sendo usada para conexões seguras com um servidor Redis, o que é uma prática recomendada e segura.",13,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,2383,95,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#6,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.90,"O código não está configurando um protocolo de criptografia, mas sim uma configuração TLS personalizada. A ausência de `MinVersion` em uma configuração TLS não constitui uma vulnerabilidade se a intenção é permitir apenas conexões seguras (TLS 1.2 ou superior). O código verifica explicitamente que o certificado do servidor corresponde ao esperado, o que sugere um uso seguro da criptografia.",13,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,970,111,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#7,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.87,"O alerta é um FALSO POSITIVO porque o código não está sendo usado em um contexto de autenticação, assinatura, derivação de chave ou armazenamento de credencial. Em vez disso, ele está configurando uma conexão HTTP com TLS para acessar um repositório Git. A configuração do TLS aqui é necessária para garantir a segurança da comunicação entre o cliente e o servidor, mas não está sendo usada em um contexto que exigiria a utilização de algoritmos criptográficos específicos ou minimizar a versão TLS.",13,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1345,143,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#8,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.92,"O alerta é um FALSO POSITIVO porque o código não está sendo usado em um contexto de autenticação, assinatura, derivação de chave ou armazenamento de credencial. Em vez disso, ele está configurando uma conexão TLS para testes de segurança, onde a configuração mínima do protocolo TLS é aceitável e até mesmo desejável.",13,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1247,101,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#9,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.83,"O alerta é um FALSO POSITIVO porque a função `newTLSConfig` está configurando uma conexão TLS, mas não especificamente para autenticação ou armazenamento de credenciais. A configuração do protocolo TLS aqui é usada em um contexto de comunicação segura entre cliente e servidor, onde o objetivo principal é garantir a confidencialidade, integridade e autenticidade das comunicações. O uso do padrão TLS 1.2 como mínimo é aceitável neste contexto, pois não está sendo usado para armazenar ou transmitir credenciais de forma insegura.",13,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1087,151,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#10,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.74,"O uso de TLS 1.2 como padrão em Go 1.22 é seguro para a maioria dos casos, especialmente para aplicações web genéricas que não precisam suportar clientes muito antigos ou navegadores inseguros. A configuração atual do código não apresenta vulnerabilidades significativas relacionadas à versão mínima do TLS.",13,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1217,96,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#11,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.42,"O código não configura explicitamente a versão mínima do TLS, o que significa que, por padrão, o Go 1.22 usará TLS 1.2 como a versão mínima. Como o código não desativa outras versões de TLS ou especifica uma versão mais baixa, ele não constitui uma vulnerabilidade.",13,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,928,91,0.00000000,N/A,
18ce5c27:CWE-327:false_positive#12,argoproj/argo-cd,CWE-327,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.77,"O alerta é um FALSO POSITIVO porque o código está configurando uma conexão TLS, mas não está usando diretamente os algoritmos de hash mencionados (md5 ou sha1). Em vez disso, ele está configurando a versão mínima do protocolo TLS. A função `CreateServerTLSConfig` configura a versão mínima do protocolo TLS para TLS 1.3, conforme recomendado pela mensagem do alerta. Isso não envolve o uso de algoritmos de hash e, portanto, não constitui uma vulnerabilidade.",13,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1266,140,0.00000000,N/A,
18ce5c27:CWE-338:false_positive,argoproj/argo-cd,CWE-338,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),6.38,"O uso de `math/rand` neste contexto não constitui uma vulnerabilidade real. A função `rand.Intn(256)` é usada para gerar um número aleatório entre 0 e 255, que é então convertido em um byte. Este valor é usado para preencher um slice de bytes, que é depois codificado em hexadecimal para formar uma string. O contexto deste código não requer imprevisibilidade criptográfica, pois está sendo usado para gerar tokens temporários ou IDs únicos dentro do sistema, e não para senhas, chaves ou nonces que precisam ser seguros contra ataque.",3,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1058,153,0.00000000,N/A,
18ce5c27:CWE-338:false_positive#1,argoproj/argo-cd,CWE-338,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),6.47,"O uso de `math/rand` neste contexto não constitui uma vulnerabilidade real. A função `rand.Intn(256)` é usada para gerar um número aleatório entre 0 e 255, que é então convertido em um byte. Este valor é usado para preencher um slice de bytes, que é depois codificado em hexadecimal para formar o token de sessão. O contexto aqui não requer imprevisibilidade criptográfica, mas sim uma distribuição uniforme dos valores possíveis. Como `math/rand` é suficiente para este propósito e não há indicação de uso em um contexto onde a imprevisibilidade criptográfica seja necessária (como geração de tokens de segurança), este é considerado um FALSO POSITIVO.",3,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1010,183,0.00000000,N/A,
18ce5c27:CWE-338:false_positive#2,argoproj/argo-cd,CWE-338,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.48,"O uso de `math/rand` neste contexto não constitui uma vulnerabilidade real. A função `rand.Intn(256)` é usada para gerar um número aleatório entre 0 e 255, que é então convertido em um byte. Este processo não é usado para gerar tokens, chaves ou nonces que exigem imprevisibilidade criptográfica. Em vez disso, parece ser uma operação simples de geração de números aleatórios para fins de distribuição uniforme entre 0 e 255.",3,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1063,135,0.00000000,N/A,
18ce5c27:CWE-352:false_positive,argoproj/argo-cd,CWE-352,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.87,"O código não está alterando estado em uma requisição HTTP, então não há risco de Cross-Site Request Forgery (CSRF). A verificação do cabeçalho 'Origin' é realizada apenas no contexto de um handshake WebSocket, que não envolve alterações de estado autenticadas pelo usuário.",1,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1066,83,0.00000000,N/A,
18ce5c27:CWE-377:false_positive,argoproj/argo-cd,CWE-377,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),6.06,"A entrada que está sendo usada para criar o arquivo temporário é uma string constante ('/tmp/tls.crt' e '/tmp/tls.key'), não controlável por um agente externo. Além disso, a criação do arquivo temporário está sendo feita em um diretório compartilhado (tmp), mas isso não constitui uma vulnerabilidade em si, pois o caminho é inalcançável no contexto deste código.",1,fallback,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1783,111,0.00000000,N/A,
18ce5c27:CWE-400:false_positive,argoproj/argo-cd,CWE-400,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.91,"A entrada para a função `Untgz` é um leitor de fluxo (`io.Reader`) que provavelmente vem de uma fonte confiável, como uma conexão HTTP ou outro tipo de stream seguro. Além disso, a função já limita o tamanho máximo do arquivo usando `io.LimitReader`, o que ajuda a mitigar ataques de bomba zip. Portanto, não há evidências suficientes para considerar isso um verdadeiro positivo.",1,fallback,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1466,117,0.00000000,N/A,
18ce5c27:CWE-470:false_positive,argoproj/argo-cd,CWE-470,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.91,"O código não usa reflexão para selecionar métodos ou campos com base em entrada externa. Em vez disso, ele itera sobre um conjunto fixo de campos permitidos ('Status', 'Health', 'Hook', 'Message') e atualiza apenas esses campos se houver uma diferença entre os valores atuais e novos.",1,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,992,87,0.00000000,N/A,
18ce5c27:CWE-601:false_positive,argoproj/argo-cd,CWE-601,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.75,"O código verifica se a URL de logout é uma URL absoluta (iniciada com 'http://' ou 'https://') e, em caso afirmativo, rejeita o redirecionamento. Além disso, ele também verifica se a URL de logout está na lista de hosts confiáveis definida no OIDCConfig. Se qualquer uma dessas condições for verdadeira, o redirecionamento é rejeitado.",3,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1533,107,0.00000000,N/A,
18ce5c27:CWE-601:false_positive#1,argoproj/argo-cd,CWE-601,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.21,"O código não está sujeito a uma vulnerabilidade de redirecionamento aberto (open redirect) porque o destino do redirecionamento é construído a partir da combinação de `req.Host` e `req.URL.Path`, que são partes controladas pelo servidor e não por entrada externa. Além disso, o código adiciona uma barra inicial (`/`) antes de `rootPath` para garantir que o caminho seja relativo ao domínio do servidor.",3,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1111,120,0.00000000,N/A,
18ce5c27:CWE-601:false_positive#2,argoproj/argo-cd,CWE-601,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),5.14,"O código verifica se o valor de `return_url` é válido antes de usá-lo para redirecionamento. A função `isValidRedirectURL` garante que o protocolo, host (incluindo porta) e caminho do URL estejam dentro dos limites permitidos. Se a validação falhar, um erro é retornado ao cliente. Portanto, não há risco de open redirect nesta implementação.",3,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1380,105,0.00000000,N/A,
18ce5c27:CWE-614:false_positive,argoproj/argo-cd,CWE-614,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),FP,Verdadeiro Negativo (Acerto),4.90,"O cookie em questão é um token de autenticação, que é sensível. A ausência do atributo 'Secure' neste contexto constitui uma vulnerabilidade real, conforme descrito no exemplo de VERDADEIRO POSITIVO fornecido.",2,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1452,69,0.00000000,N/A,
18ce5c27:CWE-614:false_positive#1,argoproj/argo-cd,CWE-614,FP,ollama:qwen2.5-coder:7b,especialista,seguro,DETECTADO,Semgrep FP (ruído sobre código seguro),VP,Falso Positivo (Ruído Mantido),4.64,"O cookie de estado (state) está sendo criado sem o atributo 'Secure', o que pode expor o valor sensível na rede em caso de conexões HTTP não cifradas. De acordo com a especificação RFC6749, este valor deve ser guessable com probabilidade <= 2^(-128), tornando-o um dado sensível.",2,especifica,especialista:d1145f8b,e5db7d4008428a0f31404645380ad28c7a95255185e4e0cfb6a37ebac56c2676,1073,95,0.00000000,N/A,
