Estrato,ID_Caso,Repositorio,CWE,Gabarito,Tipo_Prompt,Veredito_LLM,Celula,Justificativa,Contexto,Eixo1_Fundamento,Eixo2_SeguroDeFato,Nota,Status_Classificacao
E-FP,4611d05d:CWE-614:false_positive,drakkan/sftpgo,CWE-614,seguro,baseline,VP,FP,"O alerta é um VERDADEIRO POSITIVO (VP) porque a função `createAndSetCookie` está criando uma cookie de sessão sem definir o sinalizador 'Secure'. O sinalizador 'Secure' deve ser definido como 'true' para garantir que a cookie não seja transmitida por canais inseguros, como HTTP. A função verifica se a conexão é segura usando `isTLS(r)`, mas isso não garante que o sinalizador 'Secure' esteja sendo definido corretamente em todos os casos.","Alerta Semgrep: go.lang.security.audit.net.cookie-missing-secure.cookie-missing-secure
Mensagem: A session cookie was detected without setting the 'Secure' flag. The 'secure' flag for cookies prevents the client from transmitting the cookie over insecure channels such as HTTP. Set the 'Secure' flag by setting 'Secure' to 'true' in the Options struct.
Localização: linha 264

--- CÓDIGO FONTE RELEVANTE ---

[Arquivo: auth_utils.go | Linhas 247 a 276]
func (c *jwtTokenClaims) createAndSetCookie(w http.ResponseWriter, r *http.Request, tokenAuth *jwtauth.JWTAuth,
	audience tokenAudience, ip string,
) error {
	resp, err := c.createTokenResponse(tokenAuth, audience, ip)
	if err != nil {
		return err
	}
	var basePath string
	if audience == tokenAudienceWebAdmin || audience == tokenAudienceWebAdminPartial {
		basePath = webBaseAdminPath
	} else {
		basePath = webBaseClientPath
	}
	duration := tokenDuration
	if audience == tokenAudienceWebShare {
		duration = shareTokenDuration
	}
	http.SetCookie(w, &http.Cookie{
		Name:     jwtCookieKey,
		Value:    resp[""access_token""].(string),
		Path:     basePath,
		Expires:  time.Now().Add(duration),
		MaxAge:   int(duration / time.Second),
		HttpOnly: true,
		Secure:   isTLS(r),
		SameSite: http.SameSiteStrictMode,
	})

	return nil
}",,,,
E-FP,4611d05d:CWE-614:false_positive,drakkan/sftpgo,CWE-614,seguro,especialista,VP,FP,"O cookie de autenticação JWT criado pela função `createAndSetCookie` não tem o atributo 'Secure' definido. Isso significa que, se a conexão HTTP for usada em vez da HTTPS, o cookie será enviado em texto claro na rede, expôsindo o token de acesso sensível.","Alerta Semgrep: go.lang.security.audit.net.cookie-missing-secure.cookie-missing-secure
Mensagem: A session cookie was detected without setting the 'Secure' flag. The 'secure' flag for cookies prevents the client from transmitting the cookie over insecure channels such as HTTP. Set the 'Secure' flag by setting 'Secure' to 'true' in the Options struct.
Localização: linha 264

--- CÓDIGO FONTE RELEVANTE ---

[Arquivo: auth_utils.go | Linhas 247 a 276]
func (c *jwtTokenClaims) createAndSetCookie(w http.ResponseWriter, r *http.Request, tokenAuth *jwtauth.JWTAuth,
	audience tokenAudience, ip string,
) error {
	resp, err := c.createTokenResponse(tokenAuth, audience, ip)
	if err != nil {
		return err
	}
	var basePath string
	if audience == tokenAudienceWebAdmin || audience == tokenAudienceWebAdminPartial {
		basePath = webBaseAdminPath
	} else {
		basePath = webBaseClientPath
	}
	duration := tokenDuration
	if audience == tokenAudienceWebShare {
		duration = shareTokenDuration
	}
	http.SetCookie(w, &http.Cookie{
		Name:     jwtCookieKey,
		Value:    resp[""access_token""].(string),
		Path:     basePath,
		Expires:  time.Now().Add(duration),
		MaxAge:   int(duration / time.Second),
		HttpOnly: true,
		Secure:   isTLS(r),
		SameSite: http.SameSiteStrictMode,
	})

	return nil
}",,,,
E-FP,4611d05d:CWE-614:false_positive#1,drakkan/sftpgo,CWE-614,seguro,baseline,VP,FP,"O alerta é um VERDADEIRO POSITIVO (VP) porque a função `setFlashMessage` está criando uma cookie de sessão (`flashCookieName`) sem definir o sinalizador 'Secure'. Isso significa que a cookie pode ser transmitida via HTTP em vez de HTTPS, tornando-a vulnerável a ataques de interceptação. A função `isTLS(r)` deve estar retornando `false` em algum momento, permitindo que a cookie seja enviada sem o sinalizador 'Secure' ativado.","Alerta Semgrep: go.lang.security.audit.net.cookie-missing-secure.cookie-missing-secure
Mensagem: A session cookie was detected without setting the 'Secure' flag. The 'secure' flag for cookies prevents the client from transmitting the cookie over insecure channels such as HTTP. Set the 'Secure' flag by setting 'Secure' to 'true' in the Options struct.
Localização: linha 57

--- CÓDIGO FONTE RELEVANTE ---

[Arquivo: flash.go | Linhas 52 a 68]
func setFlashMessage(w http.ResponseWriter, r *http.Request, message flashMessage) {
	value, err := json.Marshal(message)
	if err != nil {
		return
	}
	http.SetCookie(w, &http.Cookie{
		Name:     flashCookieName,
		Value:    base64.URLEncoding.EncodeToString(value),
		Path:     ""/"",
		Expires:  time.Now().Add(60 * time.Second),
		MaxAge:   60,
		HttpOnly: true,
		Secure:   isTLS(r),
		SameSite: http.SameSiteLaxMode,
	})
	w.Header().Add(""Cache-Control"", `no-cache=""Set-Cookie""`)
}",,,,
E-FP,4611d05d:CWE-614:false_positive#1,drakkan/sftpgo,CWE-614,seguro,especialista,VP,FP,"O cookie de sessão 'flashCookieName' está sendo configurado sem o atributo 'Secure'. Embora a função `isTLS(r)` verifique se a conexão é segura, não há garantia de que essa verificação sempre retorne verdadeiro. Se a verificação falhar ou retornar falso em algum cenário, o cookie ainda será enviado por conexões HTTP não cifradas, expôsindo o valor sensível na rede.","Alerta Semgrep: go.lang.security.audit.net.cookie-missing-secure.cookie-missing-secure
Mensagem: A session cookie was detected without setting the 'Secure' flag. The 'secure' flag for cookies prevents the client from transmitting the cookie over insecure channels such as HTTP. Set the 'Secure' flag by setting 'Secure' to 'true' in the Options struct.
Localização: linha 57

--- CÓDIGO FONTE RELEVANTE ---

[Arquivo: flash.go | Linhas 52 a 68]
func setFlashMessage(w http.ResponseWriter, r *http.Request, message flashMessage) {
	value, err := json.Marshal(message)
	if err != nil {
		return
	}
	http.SetCookie(w, &http.Cookie{
		Name:     flashCookieName,
		Value:    base64.URLEncoding.EncodeToString(value),
		Path:     ""/"",
		Expires:  time.Now().Add(60 * time.Second),
		MaxAge:   60,
		HttpOnly: true,
		Secure:   isTLS(r),
		SameSite: http.SameSiteLaxMode,
	})
	w.Header().Add(""Cache-Control"", `no-cache=""Set-Cookie""`)
}",,,,
E-FP,5e5c4b7d:CWE-614:false_positive#1,argoproj/argo-cd,CWE-614,seguro,baseline,VP,FP,"O alerta é um VERDADEIRO POSITIVO (VP) porque o código gera uma cookie de sessão sem definir a flag 'Secure'. A flag 'Secure' é essencial para garantir que a cookie só seja enviada por conexões HTTPS, protegendo-a contra ataques em trânsito. No contexto fornecido, a variável `a.secureCookie` deve ser um valor booleano que determina se a flag 'Secure' deve ser definida na cookie. Se `a.secureCookie` for `false`, a cookie não terá a flag 'Secure', o que constitui uma vulnerabilidade de segurança.","Alerta Semgrep: go.lang.security.audit.net.cookie-missing-secure.cookie-missing-secure
Mensagem: A session cookie was detected without setting the 'Secure' flag. The 'secure' flag for cookies prevents the client from transmitting the cookie over insecure channels such as HTTP. Set the 'Secure' flag by setting 'Secure' to 'true' in the Options struct.
Localização: linha 206

--- CÓDIGO FONTE RELEVANTE ---

[Arquivo: oidc.go | Linhas 189 a 215]
func (a *ClientApp) generateAppState(returnURL string, pkceVerifier string, w http.ResponseWriter) (string, error) {
	// According to the spec (https://www.rfc-editor.org/rfc/rfc6749#section-10.10), this must be guessable with
	// probability <= 2^(-128). The following call generates one of 52^24 random strings, ~= 2^136 possibilities.
	randStr, err := rand.String(24)
	if err != nil {
		return """", fmt.Errorf(""failed to generate app state: %w"", err)
	}
	if returnURL == """" {
		returnURL = a.baseHRef
	}
	cookieValue := fmt.Sprintf(""%s\n%s\n%s"", randStr, returnURL, pkceVerifier)
	if encrypted, err := crypto.Encrypt([]byte(cookieValue), a.encryptionKey); err != nil {
		return """", err
	} else {
		cookieValue = hex.EncodeToString(encrypted)
	}

	http.SetCookie(w, &http.Cookie{
		Name:     common.StateCookieName,
		Value:    cookieValue,
		Expires:  time.Now().Add(common.StateCookieMaxAge),
		HttpOnly: true,
		SameSite: http.SameSiteLaxMode,
		Secure:   a.secureCookie,
	})
	return randStr, nil
}",,,,
E-FP,5e5c4b7d:CWE-614:false_positive#1,argoproj/argo-cd,CWE-614,seguro,especialista,VP,FP,"O cookie de estado (state) é criado sem o atributo 'Secure', o que pode expor seu valor em conexões HTTP não cifradas, mesmo que a aplicação esteja sendo acessada via HTTPS. De acordo com a RFC 6749, o valor do state deve ser guessable com probabilidade <= 2^(-128), e transmitir esse cookie por HTTP não seguro pode comprometer a segurança da sessão.","Alerta Semgrep: go.lang.security.audit.net.cookie-missing-secure.cookie-missing-secure
Mensagem: A session cookie was detected without setting the 'Secure' flag. The 'secure' flag for cookies prevents the client from transmitting the cookie over insecure channels such as HTTP. Set the 'Secure' flag by setting 'Secure' to 'true' in the Options struct.
Localização: linha 206

--- CÓDIGO FONTE RELEVANTE ---

[Arquivo: oidc.go | Linhas 189 a 215]
func (a *ClientApp) generateAppState(returnURL string, pkceVerifier string, w http.ResponseWriter) (string, error) {
	// According to the spec (https://www.rfc-editor.org/rfc/rfc6749#section-10.10), this must be guessable with
	// probability <= 2^(-128). The following call generates one of 52^24 random strings, ~= 2^136 possibilities.
	randStr, err := rand.String(24)
	if err != nil {
		return """", fmt.Errorf(""failed to generate app state: %w"", err)
	}
	if returnURL == """" {
		returnURL = a.baseHRef
	}
	cookieValue := fmt.Sprintf(""%s\n%s\n%s"", randStr, returnURL, pkceVerifier)
	if encrypted, err := crypto.Encrypt([]byte(cookieValue), a.encryptionKey); err != nil {
		return """", err
	} else {
		cookieValue = hex.EncodeToString(encrypted)
	}

	http.SetCookie(w, &http.Cookie{
		Name:     common.StateCookieName,
		Value:    cookieValue,
		Expires:  time.Now().Add(common.StateCookieMaxAge),
		HttpOnly: true,
		SameSite: http.SameSiteLaxMode,
		Secure:   a.secureCookie,
	})
	return randStr, nil
}",,,,
E-FP,731afbee:CWE-400:false_positive,portainer/portainer,CWE-400,seguro,baseline,VP,FP,"O alerta é um VERDADEIRO POSITIVO (VP) porque o código não limita a quantidade máxima de bytes lidos durante a decompressão do arquivo tar.gz, o que pode permitir uma ataques de bomba de descompressão (zip bomb), resultando em um consumo excessivo de recursos e potencialmente paralizando o sistema.","Alerta Semgrep: go.lang.security.decompression_bomb.potential-dos-via-decompression-bomb
Mensagem: Detected a possible denial-of-service via a zip bomb attack. By limiting the max bytes read, you can mitigate this attack. `io.CopyN()` can specify a size. 
Localização: linha 116

--- CÓDIGO FONTE RELEVANTE ---

[Arquivo: targz.go | Linhas 84 a 128]
func ExtractTarGz(r io.Reader, outputDirPath string) error {
	zipReader, err := gzip.NewReader(r)
	if err != nil {
		return err
	}
	defer zipReader.Close()

	tarReader := tar.NewReader(zipReader)

	for {
		header, err := tarReader.Next()

		if errors.Is(err, io.EOF) {
			break
		}

		if err != nil {
			return err
		}

		switch header.Typeflag {
		case tar.TypeDir:
			// skip, dir will be created with a file
		case tar.TypeReg:
			p := filepath.Clean(filepath.Join(outputDirPath, header.Name))
			if err := os.MkdirAll(filepath.Dir(p), 0o744); err != nil {
				return fmt.Errorf(""Failed to extract dir %s"", filepath.Dir(p))
			}
			outFile, err := os.Create(p)
			if err != nil {
				return fmt.Errorf(""Failed to create file %s"", header.Name)
			}
			if _, err := io.Copy(outFile, tarReader); err != nil {
				return fmt.Errorf(""Failed to extract file %s"", header.Name)
			}
			outFile.Close()
		default:
			return fmt.Errorf(""tar: unknown type: %v in %s"",
				header.Typeflag,
				header.Name)
		}
	}

	return nil
}",,,,
E-FP,731afbee:CWE-400:false_positive,portainer/portainer,CWE-400,seguro,especialista,VP,FP,"A função ExtractTarGz lida com um leitor de gzip, que pode ser usado para extrair arquivos de tar. Se o comprimento do arquivo for muito grande, isso pode resultar em uma bomba de descompressão (zip bomb), levando a um consumo excesivo de recursos e potencialmente a um ataque de negação de serviço (DoS). Embora o código use io.CopyN() para limitar o número de bytes lidos, isso não garante que a entrada seja controlada pelo usuário. Se uma entrada maliciosa for fornecida, ainda pode levar a um DoS. Portanto, este é um VERDADEIRO POSITIVO.","Alerta Semgrep: go.lang.security.decompression_bomb.potential-dos-via-decompression-bomb
Mensagem: Detected a possible denial-of-service via a zip bomb attack. By limiting the max bytes read, you can mitigate this attack. `io.CopyN()` can specify a size. 
Localização: linha 116

--- CÓDIGO FONTE RELEVANTE ---

[Arquivo: targz.go | Linhas 84 a 128]
func ExtractTarGz(r io.Reader, outputDirPath string) error {
	zipReader, err := gzip.NewReader(r)
	if err != nil {
		return err
	}
	defer zipReader.Close()

	tarReader := tar.NewReader(zipReader)

	for {
		header, err := tarReader.Next()

		if errors.Is(err, io.EOF) {
			break
		}

		if err != nil {
			return err
		}

		switch header.Typeflag {
		case tar.TypeDir:
			// skip, dir will be created with a file
		case tar.TypeReg:
			p := filepath.Clean(filepath.Join(outputDirPath, header.Name))
			if err := os.MkdirAll(filepath.Dir(p), 0o744); err != nil {
				return fmt.Errorf(""Failed to extract dir %s"", filepath.Dir(p))
			}
			outFile, err := os.Create(p)
			if err != nil {
				return fmt.Errorf(""Failed to create file %s"", header.Name)
			}
			if _, err := io.Copy(outFile, tarReader); err != nil {
				return fmt.Errorf(""Failed to extract file %s"", header.Name)
			}
			outFile.Close()
		default:
			return fmt.Errorf(""tar: unknown type: %v in %s"",
				header.Typeflag,
				header.Name)
		}
	}

	return nil
}",,,,
E-FP,TPA:mailpit:CWE-918:ProxyHandler:64a5036e:fix,axllent/mailpit,CWE-918,seguro,baseline,VP,FP,"O alerta é um VERDADEIRO POSITIVO (VP) porque o código permite que uma entrada do usuário (`uri`) seja usada para construir uma solicitação HTTP (`http.NewRequest`). Isso pode levar a uma vulnerabilidade de Injeção de URL (SSRF), onde um atacante poderia fazer com que o servidor faça solicitações maliciosas em seu nome. O código não implementa medidas adequadas para validar ou limpar a entrada do usuário, como usar uma lista branca (`allowlist`) conforme recomendado pela OWASP.","Alerta Semgrep: go.lang.security.injection.tainted-url-host.tainted-url-host
Mensagem: A request was found to be crafted from user-input `r`. This can lead to Server-Side Request Forgery (SSRF) vulnerabilities, potentially exposing sensitive data. It is recommend where possible to not allow user-input to craft the base request, but to be treated as part of the path or query parameter. When user-input is necessary to craft the request, it is recommended to follow OWASP best practices to prevent abuse, including using an allowlist.
Localização: linha 116

--- CÓDIGO FONTE RELEVANTE ---

[Arquivo: proxy.go | Linhas 62 a 209]
func ProxyHandler(w http.ResponseWriter, r *http.Request) {
	encoded := strings.TrimSpace(r.URL.Query().Get(""data""))
	if encoded == """" {
		logger.Log().Warn(""[proxy] Data missing"")
		httpError(w, ""Error: Data missing"")
		return
	}

	decoded, err := base64.StdEncoding.DecodeString(encoded)
	if err != nil {
		logger.Log().Warnf(""[proxy] Data parameter corrupted: %s"", err.Error())
		httpError(w, ""Error: invalid request"")
		return
	}

	parts := strings.SplitN(string(decoded), "":"", 2)
	if len(parts) != 2 {
		logger.Log().Warnf(""[proxy] Invalid data parameter: %s"", string(decoded))
		httpError(w, ""Error: invalid request"")
		return
	}

	id := parts[0]
	uri := parts[1]

	links, err := getAssets(id)
	if err != nil {
		httpError(w, ""Error: invalid request"")
		return
	}

	if !tools.InArray(uri, links) {
		logger.Log().Warnf(""[proxy] URL %s not found in message %s"", uri, id)
		httpError(w, ""Error: invalid request"")
		return
	}

	if !linkRe.MatchString(uri) {
		logger.Log().Warnf(""[proxy] invalid request %s"", uri)
		httpError(w, ""Error: invalid request"")
		return
	}

	tr := &http.Transport{}

	if config.AllowUntrustedTLS {
		tr.TLSClientConfig = &tls.Config{InsecureSkipVerify: true} // #nosec
	}

	client := &http.Client{
		Transport: tr,
		Timeout:   10 * time.Second,
	}

	req, err := http.NewRequest(""GET"", uri, nil)
	if err != nil {
		logger.Log().Warnf(""[proxy] %s"", err.Error())
		httpError(w, ""Error: invalid request"")
		return
	}

	// use requesting useragent
	req.Header.Set(""User-Agent"", r.UserAgent())

	resp, err := client.Do(req)
	if err != nil {
		logger.Log().Warnf(""[proxy] %s"", err.Error())
		httpError(w, ""Error: invalid request"")
		return
	}

	defer func() { _ = resp.Body.Close() }()

	if resp.StatusCode < 200 || resp.StatusCode >= 300 {
		logger.Log().Warnf(""[proxy] received status code %d for %s"", resp.StatusCode, uri)
		httpError(w, ""Error: invalid request"")
		return
	}

	ct := strings.ToLower(resp.Header.Get(""content-type""))
	if !supportedProxyContentType(ct) {
		logger.Log().Warnf(""[proxy] blocking unsupported content-type %s for %s"", ct, uri)
		httpError(w, ""Error: invalid request"")
		return
	}

	body, err := io.ReadAll(resp.Body)
	if err != nil {
		logger.Log().Warnf(""[proxy] %s"", err.Error())
		httpError(w, ""Error: invalid request"")
		return
	}

	// relay common headers
	w.Header().Set(""content-type"", ct)
	if resp.Header.Get(""last-modified"") != """" {
		w.Header().Set(""last-modified"", resp.Header.Get(""last-modified""))
	}
	if resp.Header.Get(""content-disposition"") != """" {
		w.Header().Set(""content-disposition"", resp.Header.Get(""content-disposition""))
	}
	if resp.Header.Get(""cache-control"") != """" {
		w.Header().Set(""cache-control"", resp.Header.Get(""cache-control""))
	}

	// replace CSS url() values with proxy address, eg: fonts & images
	if strings.HasPrefix(resp.Header.Get(""content-type""), ""text/css"") {
		var re = regexp.MustCompile(`(?mi)(url\((\'|\"")?([^\)\'\""]+)(\'|\"")?\))`)
		body = re.ReplaceAllFunc(body, func(s []byte) []byte {
			parts := re.FindStringSubmatch(string(s))

			// don't resolve inline `data:..`
			if strings.HasPrefix(parts[3], ""data:"") {
				return []byte(parts[3])
			}

			address, err := absoluteURL(parts[3], uri)
			if err != nil {
				logger.Log().Errorf(""[proxy] %s"", err.Error())
				return []byte(parts[3])
			}

			// store asset address against message ID
			if result, ok := assets[id]; ok {
				if !tools.InArray(address, result.Assets) {
					assetsMutex.Lock()
					result.Assets = append(result.Assets, address)
					assets[id] = result
					assetsMutex.Unlock()
				}
			}

			// encode with base64 to handle any special characters and group message ID with URL
			encoded := base64.StdEncoding.EncodeToString([]byte(id + "":"" + address))

			return []byte(""url("" + parts[2] + config.Webroot + ""proxy?data="" + encoded + parts[4] + "")"")
		})
	}

	logger.Log().Debugf(""[proxy] %s (%d)"", uri, resp.StatusCode)

	// relay status code - WriteHeader must come after Header.Set()
	w.WriteHeader(resp.StatusCode)

	if _, err := w.Write(body); err != nil {
		logger.Log().Warnf(""[proxy] %s"", err.Error())
	}
}",,,,
E-FP,TPA:mailpit:CWE-918:ProxyHandler:64a5036e:fix,axllent/mailpit,CWE-918,seguro,especialista,VP,FP,"A entrada `uri` é controlada pelo usuário através do parâmetro `data` no URL. Embora haja verificações adicionais como a verificação de se o URI está na lista permitida (`tools.InArray(uri, links)`) e a correspondência com um padrão regex (`linkRe.MatchString(uri)`), essas verificações podem ser evitadas ou contornadas por um atacante. Além disso, a função `absoluteURL` pode manipular URLs de forma inesperada, potencialmente permitindo uma SSRF se não for corretamente implementada. Portanto, este código representa uma fraqueza real.","Alerta Semgrep: go.lang.security.injection.tainted-url-host.tainted-url-host
Mensagem: A request was found to be crafted from user-input `r`. This can lead to Server-Side Request Forgery (SSRF) vulnerabilities, potentially exposing sensitive data. It is recommend where possible to not allow user-input to craft the base request, but to be treated as part of the path or query parameter. When user-input is necessary to craft the request, it is recommended to follow OWASP best practices to prevent abuse, including using an allowlist.
Localização: linha 116

--- CÓDIGO FONTE RELEVANTE ---

[Arquivo: proxy.go | Linhas 62 a 209]
func ProxyHandler(w http.ResponseWriter, r *http.Request) {
	encoded := strings.TrimSpace(r.URL.Query().Get(""data""))
	if encoded == """" {
		logger.Log().Warn(""[proxy] Data missing"")
		httpError(w, ""Error: Data missing"")
		return
	}

	decoded, err := base64.StdEncoding.DecodeString(encoded)
	if err != nil {
		logger.Log().Warnf(""[proxy] Data parameter corrupted: %s"", err.Error())
		httpError(w, ""Error: invalid request"")
		return
	}

	parts := strings.SplitN(string(decoded), "":"", 2)
	if len(parts) != 2 {
		logger.Log().Warnf(""[proxy] Invalid data parameter: %s"", string(decoded))
		httpError(w, ""Error: invalid request"")
		return
	}

	id := parts[0]
	uri := parts[1]

	links, err := getAssets(id)
	if err != nil {
		httpError(w, ""Error: invalid request"")
		return
	}

	if !tools.InArray(uri, links) {
		logger.Log().Warnf(""[proxy] URL %s not found in message %s"", uri, id)
		httpError(w, ""Error: invalid request"")
		return
	}

	if !linkRe.MatchString(uri) {
		logger.Log().Warnf(""[proxy] invalid request %s"", uri)
		httpError(w, ""Error: invalid request"")
		return
	}

	tr := &http.Transport{}

	if config.AllowUntrustedTLS {
		tr.TLSClientConfig = &tls.Config{InsecureSkipVerify: true} // #nosec
	}

	client := &http.Client{
		Transport: tr,
		Timeout:   10 * time.Second,
	}

	req, err := http.NewRequest(""GET"", uri, nil)
	if err != nil {
		logger.Log().Warnf(""[proxy] %s"", err.Error())
		httpError(w, ""Error: invalid request"")
		return
	}

	// use requesting useragent
	req.Header.Set(""User-Agent"", r.UserAgent())

	resp, err := client.Do(req)
	if err != nil {
		logger.Log().Warnf(""[proxy] %s"", err.Error())
		httpError(w, ""Error: invalid request"")
		return
	}

	defer func() { _ = resp.Body.Close() }()

	if resp.StatusCode < 200 || resp.StatusCode >= 300 {
		logger.Log().Warnf(""[proxy] received status code %d for %s"", resp.StatusCode, uri)
		httpError(w, ""Error: invalid request"")
		return
	}

	ct := strings.ToLower(resp.Header.Get(""content-type""))
	if !supportedProxyContentType(ct) {
		logger.Log().Warnf(""[proxy] blocking unsupported content-type %s for %s"", ct, uri)
		httpError(w, ""Error: invalid request"")
		return
	}

	body, err := io.ReadAll(resp.Body)
	if err != nil {
		logger.Log().Warnf(""[proxy] %s"", err.Error())
		httpError(w, ""Error: invalid request"")
		return
	}

	// relay common headers
	w.Header().Set(""content-type"", ct)
	if resp.Header.Get(""last-modified"") != """" {
		w.Header().Set(""last-modified"", resp.Header.Get(""last-modified""))
	}
	if resp.Header.Get(""content-disposition"") != """" {
		w.Header().Set(""content-disposition"", resp.Header.Get(""content-disposition""))
	}
	if resp.Header.Get(""cache-control"") != """" {
		w.Header().Set(""cache-control"", resp.Header.Get(""cache-control""))
	}

	// replace CSS url() values with proxy address, eg: fonts & images
	if strings.HasPrefix(resp.Header.Get(""content-type""), ""text/css"") {
		var re = regexp.MustCompile(`(?mi)(url\((\'|\"")?([^\)\'\""]+)(\'|\"")?\))`)
		body = re.ReplaceAllFunc(body, func(s []byte) []byte {
			parts := re.FindStringSubmatch(string(s))

			// don't resolve inline `data:..`
			if strings.HasPrefix(parts[3], ""data:"") {
				return []byte(parts[3])
			}

			address, err := absoluteURL(parts[3], uri)
			if err != nil {
				logger.Log().Errorf(""[proxy] %s"", err.Error())
				return []byte(parts[3])
			}

			// store asset address against message ID
			if result, ok := assets[id]; ok {
				if !tools.InArray(address, result.Assets) {
					assetsMutex.Lock()
					result.Assets = append(result.Assets, address)
					assets[id] = result
					assetsMutex.Unlock()
				}
			}

			// encode with base64 to handle any special characters and group message ID with URL
			encoded := base64.StdEncoding.EncodeToString([]byte(id + "":"" + address))

			return []byte(""url("" + parts[2] + config.Webroot + ""proxy?data="" + encoded + parts[4] + "")"")
		})
	}

	logger.Log().Debugf(""[proxy] %s (%d)"", uri, resp.StatusCode)

	// relay status code - WriteHeader must come after Header.Set()
	w.WriteHeader(resp.StatusCode)

	if _, err := w.Write(body); err != nil {
		logger.Log().Warnf(""[proxy] %s"", err.Error())
	}
}",,,,
E-FP,TPA:nebula-mesh:CWE-614:HandleCallback:59e3155a:fix,forgekeep/nebula-mesh,CWE-614,seguro,baseline,VP,FP,"O alerta é um VERDADEIRO POSITIVO (VP) porque o código não está definindo a flag 'Secure' para o cookie de sessão. A flag 'Secure' deve ser definida como 'true' para garantir que o cookie só seja enviado por conexões HTTPS, o que ajuda a proteger contra ataques de cookies em sessão via HTTP.","Alerta Semgrep: go.lang.security.audit.net.cookie-missing-secure.cookie-missing-secure
Mensagem: A session cookie was detected without setting the 'Secure' flag. The 'secure' flag for cookies prevents the client from transmitting the cookie over insecure channels such as HTTP. Set the 'Secure' flag by setting 'Secure' to 'true' in the Options struct.
Localização: linha 113

--- CÓDIGO FONTE RELEVANTE ---

[Arquivo: oidc.go | Linhas 105 a 123]
func (o *OIDC) HandleLogin(rw http.ResponseWriter, r *http.Request) {
	state, err := randomToken()
	if err != nil {
		o.logger.Error(""oidc state"", ""error"", err)
		http.Error(rw, ""internal error"", http.StatusInternalServerError)
		return
	}
	o.rememberState(state)
	http.SetCookie(rw, &http.Cookie{
		Name:     oidcStateCookieName,
		Value:    state,
		Path:     ""/"",
		HttpOnly: true,
		Secure:   o.cookieSecure,
		SameSite: http.SameSiteLaxMode,
		MaxAge:   int(oidcStateTTL.Seconds()),
	})
	http.Redirect(rw, r, o.oauth.AuthCodeURL(state), http.StatusSeeOther)
}",,,,
E-FP,TPA:nebula-mesh:CWE-614:HandleCallback:59e3155a:fix,forgekeep/nebula-mesh,CWE-614,seguro,especialista,VP,FP,"O cookie de estado OIDC (oidcStateCookieName) é usado para armazenar um token de estado temporário durante o processo de autenticação. Este tipo de cookie geralmente contém informações sensíveis que devem ser protegidas contra a transmissão por conexões HTTP não seguras. Portanto, a ausência do atributo 'Secure' neste contexto constitui uma vulnerabilidade real.","Alerta Semgrep: go.lang.security.audit.net.cookie-missing-secure.cookie-missing-secure
Mensagem: A session cookie was detected without setting the 'Secure' flag. The 'secure' flag for cookies prevents the client from transmitting the cookie over insecure channels such as HTTP. Set the 'Secure' flag by setting 'Secure' to 'true' in the Options struct.
Localização: linha 113

--- CÓDIGO FONTE RELEVANTE ---

[Arquivo: oidc.go | Linhas 105 a 123]
func (o *OIDC) HandleLogin(rw http.ResponseWriter, r *http.Request) {
	state, err := randomToken()
	if err != nil {
		o.logger.Error(""oidc state"", ""error"", err)
		http.Error(rw, ""internal error"", http.StatusInternalServerError)
		return
	}
	o.rememberState(state)
	http.SetCookie(rw, &http.Cookie{
		Name:     oidcStateCookieName,
		Value:    state,
		Path:     ""/"",
		HttpOnly: true,
		Secure:   o.cookieSecure,
		SameSite: http.SameSiteLaxMode,
		MaxAge:   int(oidcStateTTL.Seconds()),
	})
	http.Redirect(rw, r, o.oauth.AuthCodeURL(state), http.StatusSeeOther)
}",,,,
E-FP,TPA:nebula-mesh:CWE-614:rememberState:59e3155a:fix,forgekeep/nebula-mesh,CWE-614,seguro,baseline,VP,FP,"O alerta é um VERDADEIRO POSITIVO (VP) porque o código não está definindo a flag 'Secure' para o cookie de sessão. A flag 'Secure' deve ser definida como 'true' para garantir que o cookie só seja enviado por conexões HTTPS, o que ajuda a proteger contra ataques de cookies em sessão via HTTP.","Alerta Semgrep: go.lang.security.audit.net.cookie-missing-secure.cookie-missing-secure
Mensagem: A session cookie was detected without setting the 'Secure' flag. The 'secure' flag for cookies prevents the client from transmitting the cookie over insecure channels such as HTTP. Set the 'Secure' flag by setting 'Secure' to 'true' in the Options struct.
Localização: linha 113

--- CÓDIGO FONTE RELEVANTE ---

[Arquivo: oidc.go | Linhas 105 a 123]
func (o *OIDC) HandleLogin(rw http.ResponseWriter, r *http.Request) {
	state, err := randomToken()
	if err != nil {
		o.logger.Error(""oidc state"", ""error"", err)
		http.Error(rw, ""internal error"", http.StatusInternalServerError)
		return
	}
	o.rememberState(state)
	http.SetCookie(rw, &http.Cookie{
		Name:     oidcStateCookieName,
		Value:    state,
		Path:     ""/"",
		HttpOnly: true,
		Secure:   o.cookieSecure,
		SameSite: http.SameSiteLaxMode,
		MaxAge:   int(oidcStateTTL.Seconds()),
	})
	http.Redirect(rw, r, o.oauth.AuthCodeURL(state), http.StatusSeeOther)
}",,,,
